tok	miss	routed	M	coldGate	totGate	margin	coldW
30	14	320	1	-50.42383	-1226.9795	14.703125	1.8800558
31	13	320	1	-45.99414	-1231.5977	1.5625	1.5003757
32	24	320	1	-85.791016	-1246.5117	16.328125	3.1880853
33	9	320	1	-35.583984	-1239.5957	14.234375	1.2503275
34	8	320	1	-31.038086	-1263.2354	14.015625	0.8029652
35	10	320	1	-39.521484	-1273.6914	14.359375	1.2035993
36	644	5440	17	0.0	0.0	0.34375	0.0
37	24	320	1	-77.07568	-1242.271	6.203125	3.439615
38	13	320	1	-46.152344	-1197.5039	14.5	1.3729881
39	8	320	1	-30.269531	-1247.7461	4.109375	0.9041504
40	13	320	1	-44.820312	-1175.9678	13.40625	1.4846584
41	19	320	1	-70.91406	-1215.7363	13.5	2.1621583
42	18	320	1	-73.00781	-1266.9092	13.6875	1.756208
43	604	4800	15	0.0	0.0	0.3125	0.0
44	39	320	1	-150.42188	-1202.1035	13.640625	4.718484
45	42	320	1	-153.99805	-1192.419	0.703125	5.262703
46	33	320	1	-116.146484	-1206.126	10.828125	3.8284087
47	50	320	1	-178.82715	-1189.2373	3.53125	5.8593583
48	39	320	1	-140.8584	-1177.2832	12.890625	4.475498
49	42	320	1	-145.64258	-1196.1758	2.84375	5.494427
50	32	320	1	-113.072266	-1235.9648	6.546875	4.0450172
51	40	320	1	-144.45996	-1228.5225	5.28125	4.9802923
52	64	320	1	-228.25488	-1193.1865	0.609375	7.817395
53	36	320	1	-126.65039	-1225.293	4.140625	4.2258863
54	14	320	1	-43.64746	-1015.9619	9.625	1.5008627
55	24	320	1	-75.265625	-1091.5127	13.46875	3.318641
56	15	320	1	-54.47168	-1240.1719	10.140625	1.7064638
57	32	320	1	-124.84277	-1276.2627	11.125	3.4771583
58	18	320	1	-69.52734	-1214.8232	4.921875	1.9365039
59	55	320	1	-209.14844	-1241.042	10.9375	6.390462
60	31	320	1	-101.79883	-1149.6318	1.78125	4.0363145
61	30	320	1	-111.76172	-1274.6973	14.265625	4.1250944
62	23	320	1	-84.68457	-1212.9668	1.625	3.0919743
63	12	320	1	-38.958984	-1226.5654	3.328125	1.4799998
64	15	320	1	-52.316406	-1241.8975	13.671875	1.6391689
65	10	320	1	-37.283203	-1118.2017	13.671875	0.9504293
66	15	320	1	-58.00586	-1246.8994	8.3125	1.5952153
67	534	5440	17	0.0	0.0	3.359375	0.0
68	36	320	1	-131.28418	-1244.4697	8.03125	5.040132
69	23	320	1	-83.73828	-1284.9443	4.78125	3.2351766
70	26	320	1	-86.018555	-1272.1807	11.59375	3.7346022
71	10	320	1	-29.189453	-1212.041	4.171875	1.1816357
72	35	320	1	-124.697266	-1210.7988	5.109375	4.804076
73	23	320	1	-86.52539	-1227.165	11.34375	2.6308331
74	46	320	1	-171.18848	-1283.8525	6.5625	5.5579147
75	54	320	1	-199.53418	-1253.1064	12.4375	7.348102
76	25	320	1	-86.125	-1212.7905	7.9375	3.090939
77	15	320	1	-59.998047	-1224.8828	11.96875	1.4936924
78	39	320	1	-139.33496	-1221.4766	1.140625	4.9350653
79	21	320	1	-77.396484	-1212.7588	16.140625	2.0734482
80	19	320	1	-71.78711	-1251.8877	13.875	1.9357909
81	707	5440	17	0.0	0.0	2.859375	0.0
82	11	320	1	-37.655273	-1228.5244	0.546875	1.4132897
83	12	320	1	-41.503906	-1266.8408	8.203125	1.8740611
84	14	320	1	-52.16797	-1213.4785	3.75	1.243283
85	31	320	1	-111.947266	-1125.8848	12.4375	3.1144025
86	27	320	1	-101.4043	-1213.666	2.234375	3.0915504
87	51	320	1	-203.87305	-1279.6289	13.6875	6.134387
88	35	320	1	-119.82178	-1211.9585	9.40625	4.7085147
89	25	320	1	-92.18652	-1200.166	2.71875	2.7643309
90	49	320	1	-182.8457	-1217.9854	12.46875	6.05827
91	74	320	1	-279.8003	-1244.9507	2.6875	9.672966
92	41	320	1	-154.0332	-1221.0566	2.59375	5.1789045
93	40	320	1	-158.96289	-1288.1787	11.109375	5.056266
94	47	320	1	-186.61719	-1270.9951	14.765625	5.301287
95	70	320	1	-278.6875	-1259.1309	8.140625	7.7332115
96	42	320	1	-155.64355	-1241.6221	12.78125	5.195714
97	53	320	1	-200.78418	-1224.6943	9.75	6.237448
98	39	320	1	-146.9707	-1204.7451	2.140625	4.7698216
99	115	320	1	-416.87305	-1241.3848	10.96875	16.996532
100	74	320	1	-280.85156	-1214.5381	4.75	8.735209
101	135	320	1	-460.80664	-1148.919	2.09375	18.205286
102	141	320	1	-519.71387	-1240.8936	5.015625	19.81273
103	100	320	1	-376.0039	-1230.2285	0.15625	12.753142
104	68	320	1	-244.46289	-1211.0596	4.859375	8.737989
105	106	320	1	-405.40625	-1238.2812	0.34375	13.4845
106	156	320	1	-568.7969	-1217.1348	3.15625	21.559174
107	141	320	1	-520.1533	-1236.3721	2.046875	18.92107
108	157	320	1	-588.2783	-1221.5928	1.921875	20.171906
109	129	320	1	-480.43945	-1230.8887	3.546875	17.328262
110	166	320	1	-603.9375	-1250.0835	6.890625	24.029524
111	151	320	1	-585.8086	-1278.4102	4.03125	20.320086
112	130	320	1	-495.01562	-1227.2109	2.515625	15.6854515
113	169	320	1	-622.3711	-1240.8477	9.890625	23.585173
114	167	320	1	-655.31836	-1286.166	2.21875	22.087942
115	113	320	1	-435.70703	-1280.2812	12.7421875	14.379467
116	65	320	1	-253.12793	-1255.4209	15.8125	8.294442
117	54	320	1	-213.65234	-1257.6084	10.71875	6.107672
118	66	320	1	-260.98828	-1253.834	6.8125	7.0395603
119	53	320	1	-200.89062	-1262.3008	11.4375	6.518306
120	67	320	1	-257.03223	-1256.1338	9.09375	8.229757
121	60	320	1	-229.90234	-1259.3418	10.15625	8.165401
122	80	320	1	-299.08398	-1250.8438	1.71875	10.582084
123	101	320	1	-362.38672	-1204.1387	0.171875	13.876723
124	108	320	1	-409.2666	-1243.9463	5.28125	13.474019
125	133	320	1	-524.8828	-1319.2773	5.03125	17.270954
126	109	320	1	-415.72754	-1244.71	0.296875	13.49203
127	77	320	1	-297.87793	-1276.0674	7.140625	9.902851
128	64	320	1	-243.81934	-1243.3291	0.328125	7.857025
129	43	320	1	-166.83594	-1303.9707	12.34375	5.7411046
130	63	320	1	-242.46094	-1264.874	11.421875	7.3850923
131	53	320	1	-199.47363	-1260.9053	11.28125	6.855327
132	66	320	1	-256.33398	-1263.7881	3.421875	8.030824
133	58	320	1	-220.03027	-1276.874	10.765625	7.278806
134	65	320	1	-252.50586	-1285.0566	2.640625	8.580139
135	70	320	1	-268.04297	-1236.7471	2.5625	8.218394
136	100	320	1	-392.77344	-1249.6875	4.15625	11.396248
137	154	320	1	-578.9678	-1245.4072	0.390625	20.065258
138	155	320	1	-590.36035	-1278.6631	5.296875	22.327473
139	143	320	1	-533.23535	-1265.2549	1.515625	20.718323
140	146	320	1	-549.8047	-1258.5566	0.46875	20.13721
141	156	320	1	-556.0742	-1208.9639	0.59375	21.371542
142	135	320	1	-491.02148	-1214.7832	0.671875	18.874607
143	67	320	1	-257.85938	-1249.748	11.0	8.155338
144	35	320	1	-116.947266	-1159.8203	12.515625	4.646637
145	21	320	1	-80.8457	-1241.4004	2.0	2.6494603
146	34	320	1	-129.34961	-1228.7969	2.875	4.2369814
147	53	320	1	-205.06543	-1283.9219	12.5625	7.1983714
148	45	320	1	-177.09961	-1261.5781	1.09375	4.945898
149	136	320	1	-506.4453	-1245.0879	1.453125	18.824423
150	187	320	1	-666.35254	-1181.9131	0.4921875	25.228817
151	149	320	1	-554.21875	-1238.1172	1.328125	19.831707
152	82	320	1	-313.92578	-1255.9297	1.71875	10.580329
153	116	320	1	-450.05273	-1268.8027	5.046875	14.812386
154	150	320	1	-564.44336	-1253.3711	3.3515625	19.802225
155	205	320	1	-731.8086	-1159.7734	4.1328125	26.127016
156	154	320	1	-596.2637	-1279.2773	5.9140625	20.889257
157	87	320	1	-332.60938	-1281.6357	0.609375	11.51991
158	41	320	1	-146.88086	-1199.2764	8.265625	5.363223
159	26	320	1	-102.43359	-1260.124	12.046875	2.7675972
160	25	320	1	-100.43945	-1268.8711	8.359375	2.7193499
161	51	320	1	-198.99219	-1245.459	2.734375	5.627518
162	86	320	1	-337.2246	-1300.3174	9.203125	11.797762
163	67	320	1	-267.70312	-1270.248	5.703125	7.8404517
164	152	320	1	-584.6621	-1258.8789	1.875	19.35389
165	1514	5120	16	0.0	0.0	6.375	0.0
167	102	320	1	-386.08496	-1247.2314	0.0625	13.049957
168	115	320	1	-424.94434	-1233.04	1.90625	15.867907
169	49	320	1	-175.0752	-1228.4546	1.734375	6.067946
170	84	320	1	-307.47168	-1232.4385	0.359375	10.8645315
171	49	320	1	-191.98633	-1240.8984	2.25	5.606616
172	55	320	1	-214.06055	-1256.4834	1.359375	7.1288924
173	69	320	1	-260.91406	-1306.3125	3.6875	9.753055
174	32	320	1	-116.44531	-1211.2695	10.1328125	4.4019876
175	25	320	1	-99.19531	-1247.249	14.0234375	2.6718
176	26	320	1	-104.13086	-1257.7646	0.515625	3.0009983
177	54	320	1	-201.80469	-1267.1602	6.890625	7.7422256
178	33	320	1	-114.52539	-1236.375	2.125	4.3907533
179	66	320	1	-247.43945	-1269.3984	3.484375	8.664738
180	44	320	1	-174.80078	-1277.5889	0.0625	5.330261
181	96	320	1	-344.0205	-1247.4971	1.4375	14.701686
182	97	320	1	-348.46875	-1244.0664	6.296875	14.050549
183	73	320	1	-249.4043	-1223.3867	0.28125	11.185507
184	47	320	1	-180.875	-1253.9805	0.40625	5.9875484
185	72	320	1	-258.94922	-1209.581	1.984375	9.790243
186	132	320	1	-468.49902	-1209.8818	3.453125	18.728514
187	168	320	1	-582.08594	-1158.9922	0.421875	23.283693
188	128	320	1	-440.65625	-1178.3809	4.859375	18.35738
189	122	320	1	-421.46484	-1196.6436	1.453125	16.635271
190	84	320	1	-327.34473	-1310.7607	5.203125	10.969263
191	39	320	1	-136.59277	-1227.9971	2.5625	5.235843
192	137	320	1	-484.43164	-1215.834	0.90625	20.205158
193	54	320	1	-202.07422	-1228.1836	0.234375	6.485326
194	77	320	1	-280.0	-1223.6758	2.625	9.80078
195	139	320	1	-472.0957	-1149.1289	0.609375	19.14272
196	93	320	1	-334.32227	-1190.7812	1.59375	11.67796
197	41	320	1	-157.2793	-1218.2969	0.96875	4.834947
198	55	320	1	-200.56055	-1171.2295	0.9375	6.7213993
199	42	320	1	-151.68652	-1202.8936	0.0625	5.4797945
200	119	320	1	-417.88867	-1219.1934	0.9375	17.970428
201	48	320	1	-177.1582	-1208.2891	4.25	5.809984
202	49	320	1	-174.64551	-1231.1006	3.1875	6.3608
203	61	320	1	-226.23438	-1239.5078	2.328125	7.923122
204	86	320	1	-311.10352	-1207.1855	4.3125	10.952994
205	28	320	1	-87.9126	-1046.1636	1.515625	3.276554
206	32	320	1	-107.27051	-1109.5361	9.890625	3.9769912
207	24	320	1	-90.984375	-1258.4902	6.796875	2.8307223
208	36	320	1	-141.95215	-1281.1973	9.609375	4.160599
209	20	320	1	-78.69922	-1254.7109	2.765625	2.2457986
210	15	320	1	-52.10547	-1173.2832	7.921875	1.9448146
211	67	320	1	-226.49219	-1212.5391	0.84375	10.450347
212	24	320	1	-82.98633	-1216.8809	6.765625	3.1322727
213	18	320	1	-73.6875	-1234.8994	9.3359375	1.919911
214	13	320	1	-43.958984	-1097.3789	11.71875	1.5234731
215	16	320	1	-63.240234	-1238.1338	6.71875	1.6467737
216	543	5440	17	0.0	0.0	6.765625	0.0
217	16	320	1	-60.384766	-1199.1738	0.578125	1.9868687
218	32	320	1	-113.421875	-1217.8535	3.96875	3.8979099
219	15	320	1	-55.876953	-1268.4316	9.703125	1.6647847
220	11	320	1	-42.51172	-1180.4736	11.078125	1.103427
221	10	320	1	-38.46875	-1194.9658	9.9375	1.0060714
222	7	320	1	-28.509766	-1236.8008	3.953125	0.6838676
223	13	320	1	-51.679688	-1255.6875	8.25	1.5526574
224	7	320	1	-20.74707	-1247.3916	1.0625	0.6691351
225	20	320	1	-76.1582	-1259.2285	2.171875	2.2265851
226	11	320	1	-44.59375	-1252.5664	0.21875	1.1249037
227	18	320	1	-69.41992	-1221.8896	2.5625	2.1168873
228	13	320	1	-51.470703	-1195.1465	10.3359375	1.358937
229	16	320	1	-65.96484	-1246.875	0.578125	1.6366334
230	23	320	1	-82.08984	-1174.9316	2.84375	3.0623853
231	45	320	1	-162.02832	-1222.2139	1.15625	5.2831244
232	18	320	1	-66.34961	-1233.709	3.65625	2.133403
233	22	320	1	-87.421875	-1277.8652	1.078125	2.4406538
234	26	320	1	-103.427734	-1246.7568	11.921875	3.3148806
235	18	320	1	-69.31445	-1210.7451	11.2734375	1.7716899
236	16	320	1	-64.61914	-1256.0898	4.1875	1.7765605
237	14	320	1	-49.390625	-1202.9277	3.15625	1.5461498
238	15	320	1	-56.09375	-1230.7598	2.75	2.0532336
239	35	320	1	-123.21973	-1220.1055	0.125	4.871046
240	79	320	1	-269.16016	-1226.9375	1.40625	12.496398
241	57	320	1	-200.99414	-1220.4512	0.234375	7.412812
242	24	320	1	-90.72266	-1243.4102	2.96875	2.9516246
243	83	320	1	-312.68555	-1296.5459	10.078125	11.538773
244	35	320	1	-123.79199	-1242.5615	0.125	4.6571455
245	59	320	1	-213.19434	-1225.7754	5.0	7.7431154
246	41	320	1	-156.89844	-1222.207	8.734375	4.7155848
247	51	320	1	-185.15137	-1241.8252	1.734375	6.446445
248	34	320	1	-130.71875	-1227.2363	4.0	4.151037
249	57	320	1	-211.00781	-1242.2559	10.5390625	7.4861107
250	32	320	1	-115.83984	-1209.6865	8.921875	4.21286
251	18	320	1	-68.53125	-1188.709	12.578125	2.0634665
252	1259	5440	17	0.0	0.0	4.25	0.0
253	18	320	1	-67.63281	-1226.4395	6.5625	2.2675588
254	25	320	1	-90.515625	-1272.877	7.421875	3.3048933
255	34	320	1	-130.29297	-1238.5947	11.9140625	4.580506
256	26	320	1	-97.927734	-1183.5293	12.75	2.9562604
257	29	320	1	-115.12305	-1238.8809	0.125	3.246385
258	518	5440	17	0.0	0.0	6.765625	0.0
259	24	320	1	-86.581055	-1210.5459	3.25	3.344467
260	27	320	1	-98.043945	-1233.1045	1.640625	3.3301573
261	28	320	1	-109.07617	-1231.2168	7.390625	3.3552854
262	22	320	1	-78.34082	-1255.5576	2.21875	2.712944
263	30	320	1	-113.36133	-1205.2441	14.0	3.4873421
264	30	320	1	-110.31836	-1178.21	12.1328125	3.718555
265	32	320	1	-124.11719	-1244.3203	0.671875	3.9121416
266	34	320	1	-126.73242	-1247.1523	7.5625	4.5777745
267	34	320	1	-109.825195	-1082.7344	2.609375	4.281612
268	40	320	1	-133.7168	-1116.2109	11.6953125	5.123098
269	54	320	1	-212.9336	-1271.9385	7.5625	6.307512
270	59	320	1	-225.05273	-1286.5576	8.21875	7.410185
271	53	320	1	-203.83887	-1248.5195	10.25	6.564892
272	39	320	1	-135.64844	-1163.6855	8.578125	4.7276225
273	30	320	1	-109.83008	-1197.1025	1.046875	3.5169547
274	28	320	1	-110.208984	-1286.8691	4.0	3.5175126
275	18	320	1	-60.7334	-1282.7974	7.234375	2.1023417
276	62	320	1	-241.39648	-1271.2832	11.5	6.8757443
277	21	320	1	-79.302734	-1268.1069	5.6875	2.357036
278	15	320	1	-56.03125	-1237.7637	0.21875	1.4472936
279	31	320	1	-111.54492	-1214.1572	9.625	4.0546894
280	76	320	1	-286.4453	-1282.5938	0.984375	10.307954
281	64	320	1	-225.97314	-1185.5669	0.421875	7.8338575
282	64	320	1	-240.73438	-1233.5488	5.8125	8.495537
283	53	320	1	-193.10352	-1231.6875	5.03125	6.988211
284	25	320	1	-95.103516	-1203.252	11.1328125	2.6919594
285	31	320	1	-105.37305	-1072.2036	9.90625	3.4999273
286	34	320	1	-128.68945	-1198.0605	0.890625	3.8384335
287	35	320	1	-119.225586	-1151.5332	3.421875	4.5349817
288	32	320	1	-115.66406	-1250.4355	12.265625	5.039345
289	42	320	1	-157.79102	-1247.2129	7.828125	5.9662476
290	45	320	1	-158.21973	-1227.6875	5.40625	5.435675
291	22	320	1	-72.79492	-1197.5449	0.28125	2.4889753
292	48	320	1	-180.47461	-1249.0469	3.1875	5.8943067
293	67	320	1	-253.39453	-1281.6289	2.890625	8.914688
294	46	320	1	-172.97461	-1240.8906	4.0625	5.6818433
295	21	320	1	-77.34766	-1214.1436	2.0625	1.9413475
296	38	320	1	-136.67383	-1122.665	6.890625	3.804262
297	32	320	1	-123.43555	-1265.1992	7.28125	3.9492896
298	35	320	1	-123.90039	-1210.9062	0.5625	4.177433
299	94	320	1	-335.34766	-1223.9082	0.234375	13.605736
300	90	320	1	-313.87988	-1221.5586	0.265625	14.064557
301	68	320	1	-240.20215	-1206.0947	0.765625	9.065512
302	53	320	1	-200.11035	-1237.6514	5.609375	6.621415
303	71	320	1	-268.80273	-1238.8477	7.78125	8.804717
304	63	320	1	-242.17383	-1216.9395	1.1875	6.9063206
305	55	320	1	-210.02539	-1261.9482	5.9375	6.9211335
306	54	320	1	-208.3584	-1249.9004	0.296875	6.0456953
307	36	320	1	-140.01953	-1277.2773	2.28125	4.6689653
308	47	320	1	-177.97559	-1239.3887	2.6875	5.369024
309	52	320	1	-192.70312	-1238.7881	6.78125	6.29892
310	46	320	1	-176.5918	-1234.4316	4.78125	5.320728
311	73	320	1	-270.16406	-1221.4727	6.578125	9.592912
312	45	320	1	-158.09961	-1253.5293	2.359375	5.880475
313	36	320	1	-124.77734	-1200.5176	0.921875	4.428946
314	83	320	1	-290.64258	-1213.9121	4.96875	11.835582
315	86	320	1	-294.93457	-1183.9131	0.1875	12.241361
316	67	320	1	-229.70996	-1217.3076	0.046875	8.9932165
317	56	320	1	-210.13477	-1263.8008	2.8125	6.5795765
318	66	320	1	-247.66504	-1245.794	3.328125	8.2613735
319	52	320	1	-194.51367	-1261.1494	5.859375	6.2630644
320	43	320	1	-153.12012	-1210.5137	4.890625	6.0777225
321	41	320	1	-150.09961	-1236.9326	0.078125	5.038524
322	54	320	1	-193.93945	-1199.8223	3.03125	7.273929
323	33	320	1	-127.45703	-1265.2109	1.171875	4.275329
324	39	320	1	-139.57812	-1220.1992	5.78125	4.9786115
325	63	320	1	-211.18262	-1157.9248	0.640625	8.717825
326	64	320	1	-215.88086	-1197.334	2.4375	8.637618
327	42	320	1	-157.73438	-1285.0469	6.96875	6.388778
328	54	320	1	-210.5918	-1256.1602	0.15625	6.1314163
329	39	320	1	-145.76172	-1155.9062	1.609375	3.7549841
330	24	320	1	-97.78711	-1285.2178	9.109375	2.4050064
331	52	320	1	-191.75586	-1218.4844	8.1875	6.3223677
332	1110	5440	17	0.0	0.0	8.7890625	0.0
334	37	320	1	-129.05469	-1246.4316	7.875	4.934177
335	53	320	1	-199.78906	-1228.958	9.28125	6.252109
336	32	320	1	-117.01953	-1228.4033	1.875	4.4024587
337	31	320	1	-99.34909	-1293.4722	4.0	4.819705
338	18	320	1	-68.48047	-1282.9502	9.8203125	2.2070801
339	21	320	1	-79.81445	-1215.8154	10.4765625	2.2658424
340	54	320	1	-217.03711	-1255.8828	9.9765625	5.6690984
341	1076	5440	17	0.0	0.0	5.4375	0.0
342	76	320	1	-286.21094	-1218.8213	2.78125	9.264268
343	81	320	1	-289.87793	-1195.1973	2.1875	10.90588
344	100	320	1	-358.3828	-1199.2246	4.546875	13.570811
345	86	320	1	-314.60645	-1228.4141	4.09375	11.795193
346	120	320	1	-420.28027	-1188.4424	0.78125	16.857388
347	104	320	1	-402.11133	-1261.1172	3.640625	13.581605
348	132	320	1	-492.84863	-1251.207	0.75	18.467915
349	95	320	1	-357.97266	-1218.5889	0.71875	11.657501
350	115	320	1	-410.8418	-1226.2725	2.109375	15.564441
351	88	320	1	-322.54492	-1221.6084	1.328125	10.945162
352	119	320	1	-398.9541	-1166.6133	0.078125	16.828533
353	20	320	1	-75.78125	-1199.3379	7.515625	2.104891
354	22	320	1	-86.53711	-1242.0205	6.4375	2.2383482
355	57	320	1	-224.97949	-1247.456	0.015625	6.22796
356	92	320	1	-337.81152	-1220.1084	3.515625	12.66028
357	86	320	1	-329.63867	-1256.957	6.1015625	10.892481
358	103	320	1	-398.42383	-1267.7754	0.484375	12.992615
359	109	320	1	-405.26562	-1244.1055	0.84375	14.963726
360	100	320	1	-371.396	-1197.7126	3.234375	11.827852
361	78	320	1	-293.12793	-1254.7734	1.375	10.570754
362	63	320	1	-234.45898	-1284.0391	0.59375	8.126016
363	89	320	1	-368.8711	-1316.7812	1.5625	10.22014
364	83	320	1	-324.32227	-1285.0469	5.0	10.596776
365	88	320	1	-360.69727	-1330.1172	1.609375	11.178846
366	121	320	1	-483.3672	-1325.6094	2.8125	16.121439
367	79	320	1	-305.7744	-1254.9882	6.6875	9.645727
368	74	320	1	-289.70312	-1302.1455	2.15625	9.539354
369	27	320	1	-106.04004	-1234.1748	8.4296875	2.6696987
370	19	320	1	-75.91992	-1260.6172	3.015625	1.9002818
371	53	320	1	-212.87695	-1264.5059	0.453125	5.9369726
372	60	320	1	-213.31055	-1227.7402	4.28125	8.113588
373	65	320	1	-241.2959	-1233.6436	5.53125	7.9482236
374	58	320	1	-214.90625	-1218.9453	2.34375	6.8281355
375	56	320	1	-212.9834	-1252.1201	1.875	6.423376
376	92	320	1	-342.14648	-1215.7354	0.828125	10.168472
377	94	320	1	-357.20947	-1266.9653	4.828125	12.277399
378	90	320	1	-337.11133	-1233.6191	0.515625	9.794832
379	44	320	1	-167.44727	-1286.9648	4.140625	5.2374697
380	43	320	1	-156.15918	-1206.6836	1.109375	5.30572
381	94	320	1	-348.3828	-1198.4277	0.0390625	10.798116
382	84	320	1	-309.29492	-1206.5859	0.28125	10.245665
383	86	320	1	-323.01367	-1250.4766	4.140625	10.7961
384	74	320	1	-270.1123	-1251.5459	0.21875	9.742777
385	35	320	1	-138.26367	-1295.6094	0.125	4.3268147
386	29	320	1	-116.58594	-1221.1309	8.234375	2.783514
387	19	320	1	-76.5	-1250.6338	4.828125	1.8676599
388	47	320	1	-182.72852	-1217.5254	7.5078125	5.4398627
389	1085	5440	17	0.0	0.0	8.7734375	0.0
391	33	320	1	-118.58301	-1254.2256	7.375	4.6054745
392	45	320	1	-175.01367	-1250.5752	0.375	4.8659797
393	16	320	1	-56.121094	-1246.2354	1.125	2.4484663
394	45	320	1	-177.86914	-1300.0977	4.171875	5.1967115
395	44	320	1	-175.78516	-1270.3828	9.4921875	5.363239
396	20	320	1	-77.71094	-1256.4072	8.4296875	2.0870652
397	43	320	1	-177.08594	-1306.8369	8.890625	4.608571
398	1073	5440	17	0.0	0.0	3.375	0.0
399	49	320	1	-175.07031	-1261.0898	2.859375	6.511579
400	58	320	1	-220.33398	-1231.8438	4.359375	7.0037627
401	58	320	1	-218.89648	-1259.2222	2.953125	6.9329195
402	58	320	1	-210.14258	-1217.9404	3.5	7.677443
403	47	320	1	-189.02539	-1288.2676	0.046875	5.5103064
404	81	320	1	-317.01953	-1314.2275	6.15625	9.438719
405	56	320	1	-224.57227	-1283.4131	2.515625	6.445252
406	49	320	1	-190.8247	-1286.7251	1.359375	6.682399
407	56	320	1	-213.71777	-1287.2979	4.265625	7.3124833
408	30	320	1	-122.81055	-1265.2578	11.609375	3.1372063
409	24	320	1	-98.24609	-1303.5391	3.53125	2.3951526
410	29	320	1	-109.58594	-1259.5176	3.0	3.5426896
411	908	5440	17	0.0	0.0	6.6875	0.0
413	25	320	1	-90.68359	-1265.8535	8.1640625	3.2693071
414	45	320	1	-175.16895	-1269.2646	3.921875	5.060252
415	20	320	1	-80.81641	-1284.4951	5.28125	2.2004921
416	33	320	1	-119.5957	-1316.5137	3.4375	4.8947406
417	40	320	1	-158.5664	-1285.0898	9.4453125	4.3996115
418	12	320	1	-47.777344	-1281.2695	8.875	1.245606
419	43	320	1	-175.4961	-1293.499	7.765625	4.747625
420	924	5440	17	0.0	0.0	0.234375	0.0
421	63	320	1	-240.16016	-1293.5039	1.921875	8.6098585
422	69	320	1	-259.12793	-1267.7451	2.953125	9.514205
423	80	320	1	-303.29688	-1266.9043	6.359375	9.958093
424	56	320	1	-221.17969	-1297.6768	6.28125	7.214588
425	76	320	1	-278.45312	-1231.4072	1.1875	9.974001
426	78	320	1	-292.4668	-1260.3047	0.09375	10.6498575
427	54	320	1	-206.52344	-1273.3164	2.9375	7.0607295
428	65	320	1	-246.63281	-1287.4688	8.828125	9.014917
429	65	320	1	-249.16699	-1306.5518	0.078125	9.069031
430	30	320	1	-119.52344	-1239.0078	8.921875	3.104431
431	14	320	1	-56.94336	-1263.376	3.671875	1.3197708
432	26	320	1	-95.97461	-1215.3809	1.578125	3.1663632
433	21	320	1	-78.08789	-1253.5488	0.78125	2.341841
434	31	320	1	-107.32715	-1217.418	0.546875	4.320739
435	103	320	1	-374.1045	-1230.1904	2.296875	15.314913
436	151	320	1	-550.0	-1216.0684	2.421875	21.285124
437	152	320	1	-582.0928	-1245.5566	3.296875	20.609482
438	117	320	1	-451.95117	-1267.5332	1.203125	15.055797
439	156	320	1	-563.45605	-1179.9854	1.09375	20.233063
440	154	320	1	-588.0039	-1235.2734	7.4921875	20.415178
441	125	320	1	-432.63086	-1100.3633	1.109375	16.458973
442	163	320	1	-578.4165	-1173.5547	3.453125	21.887493
443	152	320	1	-577.04297	-1245.1699	5.96875	20.727118
444	166	320	1	-633.46484	-1268.5156	0.03125	21.19301
445	175	320	1	-638.1914	-1195.1536	1.71875	22.265738
446	149	320	1	-570.376	-1254.8896	7.4609375	20.353252
447	152	320	1	-566.03516	-1262.834	2.78125	19.62968
448	169	320	1	-605.9988	-1192.7589	0.625	21.100044
449	80	320	1	-292.40137	-1289.126	1.46875	11.712522
450	55	320	1	-207.58398	-1288.3281	4.96875	7.8776054
451	63	320	1	-250.33594	-1287.9062	0.34375	8.031741
452	123	320	1	-468.2461	-1274.834	1.0625	17.450941
453	131	320	1	-487.03906	-1251.7246	1.109375	17.9934
454	34	320	1	-131.9414	-1267.5762	3.09375	4.319588
455	32	320	1	-126.10156	-1273.3203	0.484375	3.876774
456	78	320	1	-300.0879	-1287.541	2.953125	10.729787
457	126	320	1	-476.41504	-1276.1338	1.859375	17.421793
458	161	320	1	-593.3491	-1237.2495	6.703125	22.900501
459	145	320	1	-556.8633	-1255.9902	3.796875	19.301237
460	140	320	1	-541.54297	-1291.6113	0.03125	18.132015
461	1585	4480	14	0.0	0.0	4.46875	0.0
462	136	320	1	-522.3613	-1262.8096	4.65625	18.801857
463	176	320	1	-627.7285	-1251.4668	0.15625	23.759857
464	152	320	1	-572.47656	-1257.3301	4.21875	21.30692
465	145	320	1	-565.27734	-1279.3984	7.25	20.086681
466	176	320	1	-633.0078	-1225.9961	0.59375	22.025356
467	161	320	1	-611.75977	-1267.998	1.65625	22.45204
468	1963	5440	17	0.0	0.0	7.125	0.0
470	139	320	1	-530.06445	-1278.5879	0.09375	19.503931
471	53	320	1	-194.81055	-1256.3818	0.34375	6.6993747
472	51	320	1	-206.91797	-1301.5117	0.171875	5.920311
473	121	320	1	-473.31445	-1303.1621	2.40625	16.747686
474	110	320	1	-424.02734	-1277.7051	1.21875	14.882943
475	2315	5440	17	0.0	0.0	1.140625	0.0
476	76	320	1	-288.15332	-1291.1631	4.0	10.18675
477	53	320	1	-197.9082	-1218.4102	0.34375	6.37279
478	45	320	1	-146.80713	-1066.6147	0.125	4.920879
479	27	320	1	-94.40234	-1140.8496	0.0625	3.0965405
480	61	320	1	-219.97656	-1211.6484	3.5625	8.113109
481	72	320	1	-246.08911	-1129.9641	0.71875	8.9773855
482	56	320	1	-195.6084	-1166.4697	2.734375	6.6389995
483	56	320	1	-189.95508	-1216.9473	0.375	8.59956
484	69	320	1	-242.97852	-1184.1191	2.65625	8.880239
