tok	miss	routed	M	coldGate	totGate	margin
282	64	320	1	-240.73438	-1233.5488	5.8125
283	53	320	1	-193.10352	-1231.6875	5.03125
284	25	320	1	-95.103516	-1203.252	11.1328125
285	31	320	1	-105.37305	-1072.2036	9.90625
286	34	320	1	-128.68945	-1198.0605	0.890625
287	35	320	1	-119.225586	-1151.5332	3.421875
288	32	320	1	-115.66406	-1250.4355	12.265625
289	42	320	1	-157.79102	-1247.2129	7.828125
290	45	320	1	-158.21973	-1227.6875	5.40625
291	22	320	1	-72.79492	-1197.5449	0.28125
292	48	320	1	-180.47461	-1249.0469	3.1875
293	67	320	1	-253.39453	-1281.6289	2.890625
294	46	320	1	-172.97461	-1240.8906	4.0625
295	21	320	1	-77.34766	-1214.1436	2.0625
296	38	320	1	-136.67383	-1122.665	6.890625
297	32	320	1	-123.43555	-1265.1992	7.28125
298	35	320	1	-123.90039	-1210.9062	0.5625
299	94	320	1	-335.34766	-1223.9082	0.234375
300	90	320	1	-313.87988	-1221.5586	0.265625
301	68	320	1	-240.20215	-1206.0947	0.765625
302	53	320	1	-200.11035	-1237.6514	5.609375
303	71	320	1	-268.80273	-1238.8477	7.78125
304	63	320	1	-242.17383	-1216.9395	1.1875
305	55	320	1	-210.02539	-1261.9482	5.9375
306	54	320	1	-208.3584	-1249.9004	0.296875
307	36	320	1	-140.01953	-1277.2773	2.28125
308	47	320	1	-177.97559	-1239.3887	2.6875
309	52	320	1	-192.70312	-1238.7881	6.78125
310	46	320	1	-176.5918	-1234.4316	4.78125
311	73	320	1	-270.16406	-1221.4727	6.578125
312	45	320	1	-158.09961	-1253.5293	2.359375
313	36	320	1	-124.77734	-1200.5176	0.921875
314	83	320	1	-290.64258	-1213.9121	4.96875
315	86	320	1	-294.93457	-1183.9131	0.1875
316	67	320	1	-229.70996	-1217.3076	0.046875
317	56	320	1	-210.13477	-1263.8008	2.8125
318	66	320	1	-247.66504	-1245.794	3.328125
319	52	320	1	-194.51367	-1261.1494	5.859375
320	43	320	1	-153.12012	-1210.5137	4.890625
321	41	320	1	-150.09961	-1236.9326	0.078125
322	54	320	1	-193.93945	-1199.8223	3.03125
323	33	320	1	-127.45703	-1265.2109	1.171875
324	39	320	1	-139.57812	-1220.1992	5.78125
325	63	320	1	-211.18262	-1157.9248	0.640625
326	64	320	1	-215.88086	-1197.334	2.4375
327	42	320	1	-157.73438	-1285.0469	6.96875
328	54	320	1	-210.5918	-1256.1602	0.15625
329	39	320	1	-145.76172	-1155.9062	1.609375
330	24	320	1	-97.78711	-1285.2178	9.109375
331	52	320	1	-191.75586	-1218.4844	8.1875
332	1110	5440	17	0.0	0.0	8.7890625
334	37	320	1	-129.05469	-1246.4316	7.875
335	53	320	1	-199.78906	-1228.958	9.28125
336	32	320	1	-117.01953	-1228.4033	1.875
337	31	320	1	-99.34909	-1293.4722	4.0
338	18	320	1	-68.48047	-1282.9502	9.8203125
339	21	320	1	-79.81445	-1215.8154	10.4765625
340	54	320	1	-217.03711	-1255.8828	9.9765625
341	1076	5440	17	0.0	0.0	5.4375
